"1.000000e+00 9.481400e-01 9.595600e-01 9.778600e-01 1.002570e+00
 1.033100e+00 1.068820e+00 1.109190e+00 1.153520e+00 1.201380e+00
 1.252280e+00 1.305750e+00 1.361550e+00 1.419240e+00 1.478690e+00
 1.539460e+00 1.601590e+00 1.664810e+00 1.728990e+00 1.793970e+00
 1.859700e+00 1.925950e+00 1.992860e+00 2.060200e+00 2.128000e+00
 2.196080e+00 2.264330e+00 2.332950e+00 2.401830e+00 2.471120e+00
 2.540270e+00 2.609830e+00 2.679230e+00 2.748830e+00 2.818380e+00
 2.888280e+00 2.957910e+00 3.027760e+00 3.097790e+00 3.167720e+00
 3.237440e+00 3.307460e+00 3.377220e+00 3.447210e+00 3.517260e+00
 3.587040e+00 3.656730e+00 3.726440e+00 3.796460e+00 3.866150e+00
 3.935780e+00 4.005350e+00 4.074720e+00 4.143370e+00 4.213190e+00
 4.282050e+00 4.351620e+00 4.420350e+00 4.490430e+00 4.559310e+00
 4.628130e+00 4.697240e+00 4.766020e+00 4.834830e+00 4.903600e+00
 4.972340e+00 5.040660e+00 5.109390e+00 5.177190e+00 5.245650e+00
 5.313480e+00 5.381710e+00 5.449570e+00 5.517380e+00 5.584900e+00
 5.652500e+00 5.718850e+00 5.787360e+00 5.854670e+00 5.919210e+00
 5.989390e+00 6.055610e+00 6.122340e+00 6.189110e+00 6.255520e+00
 6.322400e+00 6.388120e+00 6.454780e+00 6.521270e+00 6.586670e+00
 6.652380e+00 6.719880e+00 6.785530e+00 6.851080e+00 6.917590e+00
 6.981670e+00 7.048890e+00 7.114850e+00 7.179100e+00 7.243570e+00
 7.309980e+00 7.374940e+00 7.439680e+00 7.504890e+00 7.567780e+00
 7.634730e+00 7.699610e+00 7.762920e+00 7.826630e+00 7.892920e+00
 7.958020e+00 8.021350e+00 8.084950e+00 8.149350e+00 8.213350e+00
 8.275140e+00 8.342970e+00 8.425090e+00 8.467170e+00 8.527280e+00
 8.593320e+00 8.656870e+00 8.719340e+00 8.781860e+00 8.844550e+00
 8.908370e+00 8.970770e+00 9.032290e+00 9.096990e+00 9.161320e+00
 9.224990e+00 9.284710e+00 9.351360e+00 9.407460e+00 9.470710e+00
 9.531730e+00 9.595820e+00 9.658050e+00 9.718420e+00 9.783090e+00
 9.843970e+00 9.901920e+00 9.963160e+00 1.002812e+01 1.008987e+01
 1.015048e+01 1.021191e+01 1.026876e+01 1.033079e+01 1.039533e+01
 1.045448e+01 1.051610e+01 1.056382e+01 1.051919e+01 1.071342e+01
 1.075997e+01 1.081959e+01 1.088978e+01 1.094352e+01 1.100729e+01
 1.106184e+01 1.112706e+01 1.118295e+01 1.124695e+01 1.130599e+01
 1.136142e+01 1.142733e+01 1.148399e+01 1.154181e+01 1.160528e+01
 1.166528e+01 1.172402e+01 1.178303e+01 1.183829e+01 1.189802e+01
 1.196217e+01 1.202498e+01 1.208498e+01 1.214318e+01 1.219383e+01
 1.225894e+01 1.233866e+01 1.232631e+01 1.242662e+01 1.248955e+01
 1.254979e+01 1.260764e+01 1.266301e+01 1.272098e+01 1.278492e+01
 1.284214e+01 1.290781e+01 1.295794e+01 1.301214e+01 1.307438e+01
 1.314325e+01 1.318918e+01 1.325091e+01 1.330836e+01 1.337225e+01
 1.341913e+01 1.348208e+01 1.354693e+01 1.359286e+01 1.365493e+01
 1.371610e+01 1.376889e+01 1.383771e+01 1.388204e+01 1.395512e+01
 1.399747e+01 1.407114e+01 1.411582e+01 1.417981e+01 1.423450e+01
 1.429489e+01 1.435100e+01 1.452137e+01 1.445693e+01 1.452816e+01
 1.456448e+01 1.464320e+01 1.468430e+01 1.475142e+01 1.479715e+01
 1.486623e+01 1.493000e+01 1.497211e+01 1.503734e+01 1.509537e+01
 1.513736e+01 1.521231e+01 1.526540e+01 1.530714e+01 1.537931e+01
 1.542983e+01 1.547281e+01 1.554796e+01 1.560801e+01 1.564546e+01
 1.571750e+01 1.577783e+01 1.580642e+01 1.592167e+01 1.595323e+01
 1.600152e+01 1.604291e+01 1.610681e+01 1.618171e+01 1.624050e+01
 1.626900e+01 1.633150e+01 1.640497e+01 1.645434e+01 1.648594e+01
 1.655628e+01 1.662520e+01 1.668432e+01 1.670965e+01 1.679618e+01
 1.688880e+01 1.691286e+01 1.696191e+01 1.700195e+01 1.706684e+01
 1.714401e+01 1.718451e+01 1.722782e+01 1.728960e+01 1.742643e+01
 1.742721e+01 1.746340e+01 1.750587e+01 1.758831e+01 1.766253e+01
 1.770467e+01 1.773219e+01 1.782733e+01 1.788305e+01 1.791404e+01
 1.797256e+01 1.807191e+01 1.809905e+01 1.813910e+01 1.824381e+01
 1.829867e+01 1.832159e+01 1.842898e+01 1.846280e+01 1.851467e+01
 1.858064e+01 1.861345e+01 1.874942e+01 1.875837e+01 1.887966e+01
 1.890299e+01 1.900383e+01 1.911135e+01 1.914838e+01 1.920092e+01
 1.930259e+01 1.942258e+01 1.951935e+01 1.966076e+01 1.996649e+01
 2.019507e+01 2.072708e+01 2.173111e+01 2.837520e+01 1.100000e+03
 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03
 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03
 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03
 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03
 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03
 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03"
"1.025880e+00 9.463200e-01 9.581100e-01 9.802000e-01 1.006990e+00
