"1.00000000e+00 7.53835000e+00 1.49482700e+01 2.23934800e+01
 2.97856600e+01 3.70881000e+01 4.43772800e+01 5.22500500e+01
 5.96530100e+01 6.76610700e+01 7.56466000e+01 8.39481900e+01
 9.08003800e+01 9.97796300e+01 1.10161190e+02 1.18550270e+02
 1.30315220e+02 1.00896559e+05 9.54114451e+07 1.10210029e+10"
"8.89203000e+00 1.60661300e+01 3.32372600e+01 3.83605600e+01
 3.70059800e+01 3.56496400e+01 4.20498500e+01 5.12955500e+01
 5.79024700e+01 6.57356200e+01 7.39519400e+01 8.23479600e+01
 8.91981500e+01 9.81123300e+01 1.08426460e+02 1.16189790e+02
 1.25818780e+02 1.10067335e+05 9.88388386e+07 1.12412696e+10"
"8.36259800e+01 9.30147900e+01 9.86759800e+01 7.97330000e+01
 6.14449900e+01 4.31185700e+01 4.12316200e+01 5.26015300e+01
 5.73514300e+01 6.32870000e+01 7.20477600e+01 8.06796900e+01
 8.75309400e+01 9.63172900e+01 1.06637510e+02 1.13652200e+02
 1.25531070e+02 1.08930523e+05 9.99324451e+07 1.13203953e+10"
"3.37523820e+02 3.18397840e+02 2.51588670e+02 1.60285840e+02
 1.13890740e+02 6.48532600e+01 4.20318300e+01 5.63968200e+01
 5.94082900e+01 6.09318800e+01 7.00664000e+01 7.91395900e+01
 8.59637500e+01 9.43233000e+01 1.04725840e+02 1.10912070e+02
 1.35223530e+02 9.64414362e+04 9.86112649e+07 1.12557604e+10"
"8.72739550e+02 7.66496790e+02 5.19610450e+02 2.91035790e+02
 2.08516710e+02 1.06653170e+02 5.17686400e+01 6.32819200e+01
 6.57647700e+01 6.03839500e+01 6.80843000e+01 7.79383400e+01
 8.45351600e+01 9.20541500e+01 1.02620570e+02 1.07999850e+02
 1.61916010e+02 7.29680023e+04 9.49175333e+07 1.10490083e+10"
"1.71778279e+03 1.44691932e+03 8.85657540e+02 4.88674190e+02
 3.65439600e+02 1.73917160e+02 7.10082100e+01 7.46366100e+01
 7.91705900e+01 6.46037200e+01 6.61703100e+01 7.72907200e+01
 8.33598800e+01 8.94843500e+01 1.00274440e+02 1.04953810e+02
 2.19293800e+02 4.02653106e+04 8.90132675e+07 1.07060809e+10"
"2.75177554e+03 2.24452542e+03 1.26405478e+03 8.27850610e+02
 6.12333970e+02 2.68500160e+02 9.63027000e+01 9.37659200e+01
 1.01596920e+02 7.61790600e+01 6.45717100e+01 7.74978900e+01
 8.27363900e+01 8.66718400e+01 9.76542100e+01 1.01832750e+02
 3.29207570e+02 1.29155090e+03 8.11705265e+07 1.02368913e+10"
"3.64450263e+03 2.87413141e+03 1.57081348e+03 1.46380145e+03
 9.83597770e+02 3.88202070e+02 1.22469540e+02 1.27370670e+02
 1.37354680e+02 9.80013500e+01 6.47033400e+01 7.84338900e+01
 8.31543600e+01 8.38411000e+01 9.47399300e+01 9.89869000e+01
 5.20009300e+02 4.08673473e+04 7.17535026e+07 9.65497938e+09"
"3.86072672e+03 2.94947310e+03 2.49577931e+03 2.58724134e+03
 1.51567289e+03 5.23458360e+02 1.41884430e+02 1.85813310e+02
 1.93266720e+02 1.33401960e+02 7.22202600e+01 7.99484400e+01
 8.53015900e+01 8.13334000e+01 9.15818200e+01 9.64211300e+01
 8.23118650e+02 8.04913494e+04 6.11965549e+07 8.97696936e+09"
"3.78448843e+03 4.17614692e+03 5.11010894e+03 4.41437503e+03
 2.23460874e+03 6.53822680e+02 1.47481310e+02 2.84721760e+02
 2.79525860e+02 1.87081110e+02 9.23868600e+01 8.17632900e+01
 9.03946800e+01 7.99538700e+01 8.83291000e+01 9.48005100e+01
 1.26802332e+03 1.14156765e+05 4.99772895e+07 8.22192329e+09"
"9.33997169e+03 9.76124706e+03 9.76595470e+03 7.14940166e+03
 3.13870630e+03 7.44704260e+02 1.76014200e+02 4.46574560e+02
 4.08587710e+02 2.65462720e+02 1.26445190e+02 8.34132300e+01
 9.89911400e+01 8.12928600e+01 8.48918700e+01 9.81121900e+01
 1.87453081e+03 1.39616681e+05 3.85879994e+07 7.41055623e+09"
"2.00953653e+04 1.94875528e+04 1.69735781e+04 1.09179306e+04
 4.17644668e+03 7.45839250e+02 3.72633950e+02 7.02196780e+02
 5.96144850e+02 3.76815110e+02 1.76884380e+02 8.43124700e+01
 1.11145640e+02 8.74701100e+01 8.13441900e+01 1.10109770e+02
