"1.000000e+00 1.055670e+00 1.324050e+00 1.665740e+00 2.037110e+00
 2.423860e+00 2.818270e+00 3.214200e+00 3.609830e+00 4.004320e+00
 4.397120e+00 4.787630e+00 5.175670e+00 5.561230e+00 5.944990e+00
 6.322500e+00 6.697590e+00 7.069780e+00 7.441580e+00 7.810880e+00
 8.174630e+00 8.538260e+00 8.899650e+00 9.257270e+00 9.609320e+00
 9.965050e+00 1.031568e+01 1.065322e+01 1.101604e+01 1.136027e+01
 1.170182e+01 1.204812e+01 1.239162e+01 1.272717e+01 1.306657e+01
 1.340138e+01 1.373480e+01 1.407268e+01 1.440372e+01 1.473660e+01
 1.507822e+01 1.540140e+01 1.573620e+01 1.606978e+01 1.639868e+01
 1.673760e+01 1.706317e+01 1.740517e+01 1.774511e+01 1.808418e+01
 1.842014e+01 1.877802e+01 1.919134e+01 1.967787e+01 2.091748e+01
 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03 1.100000e+03"
"1100.      1100.      1100.      1100.      1100.      1100.
   45.0453     3.80096    3.88139    4.22264    4.58839    4.95715
    5.32678    5.69744    6.06787    6.43824    6.80623    7.1697
    7.53171    7.89733    8.25443    8.61407    8.96431    9.32102
    9.66867   10.01722   10.36615   10.69371   11.05419   11.39742
   11.74413   12.0824    12.42541   12.74955   13.08496   13.41689
   13.75072   14.08492   14.43095   14.74395   15.07107   15.39663
   15.72201   16.01036   16.3708    16.68721   17.01167   17.32425
   17.65041   17.96723   18.29811   18.59782   18.87694   19.15774
   19.34636 1100.      1100.      1100.      1100.      1100.     "
"1100.      1100.      1100.      1100.      1100.      1100.
 1100.      1100.      1100.        27.27514    4.92292    5.13543
    5.47495    5.82881    6.18862    6.5447     6.90446    7.26424
    7.61873    7.97612    8.32984    8.68337    9.03208    9.38186
    9.72727   10.0724    10.41181   10.73773   11.10015   11.43763
   11.77907   12.10818   12.47063   12.77815   13.10669   13.43908
   13.77      14.08926   14.39929   14.74389   15.06355   15.387
   15.70389   15.99666   16.34004   16.6527    16.97049   17.27057
   17.56738   17.859     18.15233   18.40323   18.57836   18.63866
   18.4423  1100.      1100.      1100.      1100.      1100.     "
"1100.      1100.      1100.      1100.      1100.      1100.
 1100.      1100.      1100.      1100.      1100.        63.01616
    5.92236    5.97502    6.30826    6.6516     7.00066    7.35067
    7.70027    8.05214    8.40147    8.7455     9.0902     9.43915
    9.78218   10.12432   10.4855    10.83021   11.1019    11.47697
   11.80732   12.14295   12.45073   12.80321   13.12777   13.45257
   13.77469   14.10348   14.41727   14.74051   15.06386   15.36818
   15.68155   15.99367   16.31745   16.62531   16.89582   17.20923
   17.49295   17.76278   17.99116   18.19636   18.30424   18.08776
 1100.      1100.      1100.      1100.      1100.      1100.     "
"1100.      1100.      1100.      1100.      1100.      1100.
 1100.      1100.      1100.      1100.      1100.      1100.
 1100.        34.40502    6.56898    6.76792    7.09342    7.43653
    7.78172    8.12507    8.46665    8.81612    9.15768    9.49319
    9.83539   10.17214   10.49743   10.84481   11.18401   11.50587
   11.83806   12.17059   12.50509   12.81315   13.1407    13.46313
   13.79076   14.10588   14.42659   14.73841   15.04118   15.36537
   15.67407   15.98221   16.27595   16.56396   16.8786    17.15941
   17.38683   17.6315    17.85141   17.97588   17.98      17.48385
 1100.      1100.      1100.      1100.      1100.      1100.     "
"1100.      1100.      1100.      1100.      1100.      1100.
 1100.      1100.      1100.      1100.      1100.      1100.
 1100.      1100.       812.58706   10.62957    7.22847    7.52129
    7.85786    8.19535    8.53503    8.87164    9.20719    9.55242
    9.88319   10.2079    10.54457   10.89318   11.19494   11.56355
   11.87313   12.19577   12.52723   12.83822   13.16531   13.48509
   13.79816   14.12057   14.42962   14.73524   15.03875   15.34391
   15.64292   15.94693   16.22628   16.53311   16.7862    17.09395
   17.31739   17.52517   17.69565   17.78164   17.63843   16.87174
 1100.      1100.      1100.      1100.      1100.      1100.     "
"1100.      1100.      1100.      1100.      1100.      1100.
 1100.      1100.      1100.      1100.      1100.      1100.
