"1.00000000e+00 1.66405000e+00 2.82686000e+00 4.01359000e+00
 5.16958000e+00 6.31471000e+00 7.41571000e+00 8.49452000e+00
 9.55649000e+00 1.04352400e+01 1.16390100e+01 1.26293100e+01
 1.35654400e+01 1.46223600e+01 1.55174700e+01 1.64882800e+01
 1.74645800e+01 1.83584400e+01 2.04488200e+01 2.57350123e+13"
"2.84126000e+00 2.05591200e+01 7.73476700e+01 9.95467000e+00
 8.33466000e+00 6.44910000e+00 7.62793000e+00 8.72573000e+00
 9.77331000e+00 1.05399000e+01 1.17434100e+01 1.27084700e+01
 1.36271800e+01 1.46289400e+01 1.54837100e+01 1.63885300e+01
 1.72342200e+01 1.78624600e+01 1.66157580e+02 2.30482087e+13"
"3.53104463e+03 3.76006333e+03 2.34940004e+03 1.82050010e+02
 2.85135700e+01 9.69649000e+00 7.63951000e+00 9.10960000e+00
 1.01121400e+01 1.06625900e+01 1.18413400e+01 1.27761100e+01
 1.36964300e+01 1.46259900e+01 1.54352100e+01 1.62812800e+01
 1.69801400e+01 1.77192000e+01 1.75088739e+03 1.78098283e+13"
"9.57062372e+04 7.60128730e+04 2.77490990e+04 1.46012285e+03
 1.41282160e+02 4.54677000e+01 7.64409000e+00 9.84090000e+00
 1.06299700e+01 1.10074500e+01 1.19255500e+01 1.28589000e+01
 1.37888000e+01 1.46060400e+01 1.53673500e+01 1.61598900e+01
 1.67054800e+01 1.82958100e+01 1.13451722e+04 1.16877915e+13"
"8.09119668e+05 5.60690246e+05 1.50909645e+05 4.74328858e+03
 7.43681660e+02 2.77410330e+02 1.78357100e+01 1.27056600e+01
 1.14629600e+01 1.20433700e+01 1.19506000e+01 1.29302400e+01
 1.38742700e+01 1.45686800e+01 1.52798100e+01 1.60217000e+01
 1.64337400e+01 1.98031400e+01 4.33496606e+04 6.31335530e+12"
"3.38643184e+06 2.12470220e+06 4.23306699e+05 6.06695501e+03
 5.74108870e+03 1.78072644e+03 5.95237100e+01 2.38037700e+01
