"1.0000000e+00 9.8938000e-01 1.1011000e+00 1.2605800e+00 1.4494400e+00
 1.6568900e+00 1.8752000e+00 2.1008200e+00 2.3309000e+00 2.5629000e+00
 2.7972400e+00 3.0333000e+00 3.2684100e+00 3.5025900e+00 3.7371000e+00
 3.9739500e+00 4.2064400e+00 4.4394700e+00 4.6724300e+00 4.9042200e+00
 5.1308800e+00 5.3566600e+00 5.5803800e+00 5.8147600e+00 6.0461900e+00
 6.2618900e+00 6.4889900e+00 6.7202500e+00 6.9376800e+00 7.1419600e+00
 7.3606600e+00 7.5599400e+00 7.8027600e+00 8.0253000e+00 8.2705700e+00
 8.4858500e+00 8.6394900e+00 8.8578600e+00 9.1333600e+00 9.2745700e+00
 9.5291900e+00 9.7044600e+00 9.9117400e+00 1.0128360e+01 1.0335700e+01
 1.0370230e+01 1.0737820e+01 1.0942820e+01 1.1235470e+01 1.1294050e+01
 1.1575530e+01 1.1821500e+01 1.1825160e+01 1.2274550e+01 1.2510960e+01
 1.2363690e+01 1.2731430e+01 1.3005480e+01 1.2976600e+01 1.3311050e+01
 1.3533300e+01 1.3701320e+01 1.3761180e+01 1.4196020e+01 1.4423830e+01
 1.4355360e+01 1.4460880e+01 1.4892370e+01 1.5180550e+01 1.5101950e+01
 1.5192940e+01 1.5533230e+01 1.5907230e+01 1.6124220e+01 1.6033890e+01
 1.6161210e+01 1.6667840e+01 1.6938910e+01 1.6983690e+01 1.6879040e+01
 1.7107140e+01 1.7778330e+01 1.8048090e+01 1.7995200e+01 1.7767920e+01
 1.8243080e+01 1.9217320e+01 1.9034400e+01 1.8296840e+01 1.9835120e+01
 2.0811860e+01 2.0944190e+01 6.4419350e+01 1.5470284e+02 3.0771709e+02
 5.5217623e+02 9.2208338e+02 1.1000000e+03 1.1000000e+03 1.1000000e+03
 1.1000000e+03"
"1.0396800e+00 9.9338000e-01 1.1096400e+00 1.2671300e+00 1.4526000e+00
 1.6568600e+00 1.8714600e+00 2.0944000e+00 2.3211600e+00 2.5508400e+00
 2.7819200e+00 3.0151500e+00 3.2451800e+00 3.4781200e+00 3.7110000e+00
 3.9431200e+00 4.1749600e+00 4.4043700e+00 4.6338300e+00 4.8620100e+00
 5.0816500e+00 5.3045300e+00 5.5290600e+00 5.7470600e+00 5.9820700e+00
 6.1936700e+00 6.4182000e+00 6.6376100e+00 6.8539600e+00 7.0481200e+00
 7.2587300e+00 7.4539200e+00 7.6786200e+00 7.8877300e+00 8.1372300e+00
 8.3315500e+00 8.4485600e+00 8.6485200e+00 8.9315600e+00 9.0415700e+00
 9.2014500e+00 9.2395000e+00 9.3810200e+00 9.7142600e+00 1.0092800e+01
 1.0551390e+01 1.1295230e+01 1.1588780e+01 1.1966820e+01 1.1975030e+01
 1.2151950e+01 1.2279550e+01 1.2147560e+01 1.2521470e+01 1.2718220e+01
 1.2558790e+01 1.2907950e+01 1.3175390e+01 1.3137440e+01 1.3458310e+01
 1.3662750e+01 1.3814210e+01 1.3845660e+01 1.4273000e+01 1.4498780e+01
 1.4427430e+01 1.4515610e+01 1.4925120e+01 1.5204150e+01 1.5122860e+01
 1.5216740e+01 1.5558450e+01 1.5898830e+01 1.6063050e+01 1.5915160e+01
 1.5997400e+01 1.6508460e+01 1.6869140e+01 1.7069550e+01 1.7160220e+01
 1.7548950e+01 1.8338820e+01 1.8613800e+01 1.8497850e+01 1.8143470e+01
 1.8525900e+01 1.9465080e+01 1.9260990e+01 1.8502850e+01 1.9979610e+01
 2.0963310e+01 2.0973070e+01 6.4560770e+01 1.5524825e+02 3.0888870e+02
 5.5425817e+02 9.2544095e+02 1.1000000e+03 1.1000000e+03 1.1000000e+03
 1.1000000e+03"
"1.0992300e+00 1.0394900e+00 1.1369500e+00 1.2884800e+00 1.4706300e+00
 1.6703500e+00 1.8795800e+00 2.0997600e+00 2.3223300e+00 2.5491900e+00
 2.7761500e+00 3.0054600e+00 3.2305600e+00 3.4613700e+00 3.6925800e+00
 3.9190900e+00 4.1513700e+00 4.3758800e+00 4.6017500e+00 4.8264000e+00
 5.0384200e+00 5.2582300e+00 5.4843700e+00 5.6846800e+00 5.9258300e+00
 6.1322200e+00 6.3553100e+00 6.5621900e+00 6.7762600e+00 6.9619800e+00
 7.1650200e+00 7.3581300e+00 7.5617100e+00 7.7616200e+00 8.0170900e+00
 8.1872800e+00 8.2729000e+00 8.4607700e+00 8.7533000e+00 8.8294900e+00
 8.9037900e+00 8.8325400e+00 8.9654500e+00 9.5006500e+00 1.0097750e+01
 1.1108990e+01 1.2058150e+01 1.2407550e+01 1.2825750e+01 1.2748330e+01
 1.2803150e+01 1.2788810e+01 1.2503620e+01 1.2789220e+01 1.2941160e+01
 1.2766050e+01 1.3094650e+01 1.3354930e+01 1.3306470e+01 1.3611510e+01
 1.3799880e+01 1.3934290e+01 1.3935410e+01 1.4355140e+01 1.4579120e+01
 1.4505960e+01 1.4575960e+01 1.4963020e+01 1.5233910e+01 1.5151170e+01
 1.5248070e+01 1.5591800e+01 1.5900130e+01 1.6014020e+01 1.5812500e+01
 1.5856790e+01 1.6386530e+01 1.6868900e+01 1.7212540e+01 1.7493070e+01
 1.8027300e+01 1.8928170e+01 1.9206080e+01 1.9024690e+01 1.8535170e+01
 1.8815670e+01 1.9721960e+01 1.9498510e+01 1.8718980e+01 2.0123170e+01
 2.1127580e+01 2.0968590e+01 6.4505330e+01 1.5544079e+02 3.0950209e+02
 5.5550881e+02 9.2761431e+02 1.1000000e+03 1.1000000e+03 1.1000000e+03
 1.1000000e+03"
"   1.17614    1.11074    1.19538    1.3321     1.50107    1.6962
    1.89846    2.11478    2.33284    2.55648    2.77922    3.00378
    3.22587    3.45227    3.68153    3.90118    4.13574    4.35366
    4.57626    4.79715    5.00171    5.21753    5.44566    5.62746
    5.87921    6.07699    6.29987    6.49389    6.7042     6.88235
    7.079      7.27194    7.45118    7.64682    7.90876    8.05075
    8.10991    8.29289    8.5966     8.63134    8.62327    8.47779
    8.67504    9.51272   10.46111   11.98496   13.02579   13.39787
   13.82305   13.62926   13.54559   13.36278   12.90324   13.08183
   13.18168   12.98543   13.29247   13.54457   13.48429   13.77099
   13.94503   14.06205   14.03062   14.44246   14.66484   14.59094
   14.6424    15.00617   15.27003   15.18711   15.28683   15.63296
   15.91108   15.97705   15.7254    15.73885   16.30119   16.92345
   17.40922   17.87304   18.54006   19.54534   19.82532   19.57721
   18.94508   19.11329   19.98764   19.74653   18.9456    20.2659
   21.30418   20.93746   64.25524  155.28345  309.5616   555.93429
  928.61218 1100.      1100.      1100.      1100.     "
"   1.26774    1.19604    1.26772    1.38911    1.55146    1.73118
    1.93088    2.13813    2.34975    2.57018    2.78897    3.00674
    3.2303     3.4511     3.67701    3.8892     4.128      4.33671
    4.5578     4.77423    4.97321    5.18188    5.41183    5.57615
    5.84197    6.0273     6.25114    6.43285    6.63732    6.80754
    7.00025    7.19489    7.34763    7.5417     7.81037    7.91986
    7.95802    8.14354    8.45808    8.44111    8.34877    8.1766
    8.55239    9.7893    11.28487   13.12921   14.21253   14.5723
   14.97801   14.6365    14.39961   14.0195    13.36264   13.4041
   13.4423    13.21716   13.50233   13.74444   13.67165   13.93711
   14.09862   14.19799   14.13162   14.53494   14.75591   14.68239
   14.71551   15.05477   15.31288   15.23076   15.33292   15.68183
   15.9316    15.95208   15.65345   15.64337   16.25111   17.02209
   17.65703   18.29614   19.08611   20.18963   20.4721    20.15692
   19.37559   19.4196    20.26179   20.00463   19.18369   20.40809
   21.49244   20.89169   63.81388  154.78077  309.07358  555.54329
  928.4463  1100.      1100.      1100.      1100.     "
"   1.37111    1.28899    1.35729    1.46599    1.61032    1.78527
    1.9715     2.1699     2.37476    2.59034    2.80574    3.01504
    3.23668    3.45706    3.67852    3.88033    4.12469    4.32495
    4.546      4.75826    4.9519     5.15136    5.38102    5.53316
    5.81263    5.98247    6.20804    6.37954    6.57554    6.73633
    6.92871    7.12539    7.25289    7.44544    7.71945    7.79605
    7.81535    8.01167    8.33283    8.2558     8.07355    7.94412
    8.71997   10.42224   12.51186   14.54715   15.64273   15.95612
   16.31714   15.79426   15.37884   14.7825    13.90568   13.76193
   13.72651   13.46184   13.72504   13.95414   13.86934   14.1102
   14.26117   14.34259   14.23871   14.63259   14.85234   14.78034
   14.79566   15.10902   15.36292   15.2821    15.38628   15.73841
   15.96165   15.93917   15.5964    15.57039   16.23465   17.1619
   17.95265   18.7587    19.66616   20.86063   21.14714   20.76528
   19.82953   19.73564   20.54411   20.27238   19.4354    20.55074
   21.69154   20.84188   63.18576  153.9388   308.04635  554.34693
  927.13131 1100.      1100.      1100.      1100.     "
"   1.48352    1.39116    1.45647    1.55288    1.69082    1.84502
    2.02361    2.20864    2.40937    2.6188     2.82779    3.03822
    3.24861    3.4686     3.68145    3.87236    4.12193    4.31673
    4.53758    4.74722    4.93525    5.12743    5.35052    5.50176
    5.78969    5.94168    6.16946    6.33237    6.51914    6.66792
    6.86385    7.06081    7.16327    7.35824    7.63226    7.68784
    7.68177    7.89762    8.21462    8.06839    7.8016     7.87227
    9.28574   11.56223   14.09014   16.2674    17.35072   17.58324
   17.87387   17.12869   16.50259   15.67771   14.55227   14.16285
   14.03912   13.72076   13.96211   14.17361   14.07794   14.29048
   14.43327   14.49635   14.35207   14.73543   14.95412   14.88484
   14.88238   15.16915   15.42046   15.34108   15.44684   15.80278
   16.00148   15.93844   15.55407   15.52006   16.25013   17.34078
   18.29223   19.25746   20.28645   21.5581    21.8512    21.40369
   20.31016   20.06296   20.83436   20.54932   19.70355   20.69798
   21.90043   20.79625   62.37642  152.76501  306.4901   552.3586
  924.68466 1100.      1100.      1100.      1100.     "
"   1.60263    1.50057    1.56272    1.65071    1.77301    1.92098
    2.0828     2.26719    2.45128    2.65111    2.85533    3.05375
    3.27095    3.48392    3.685      3.87858    4.11911    4.30882
    4.53062    4.73796    4.92145    5.10723    5.3166     5.47792
    5.76785    5.90462    6.1347     6.28851    6.4706     6.60374
    6.80739    6.9979     7.07789    7.28144    7.54481    7.59167
    7.56601    7.80364    8.09611    7.86684    7.55107    8.06633
   10.28998   13.2094    16.03355   18.33434   19.37965   19.49338
   19.68969   18.66784   17.79362   16.72951   15.3082    14.61708
   14.38649   13.99641   14.21747   14.40372   14.2976    14.47805
   14.6155    14.65976   14.47211   14.84349   15.06132   14.99591
   14.97499   15.23563   15.48557   15.40767   15.51461   15.87506
   16.05124   15.95009   15.52644   15.49287   16.29612   17.55708
   18.67332   19.78956   20.93939   22.28191   22.58509   22.07346
   20.82152   20.40395   21.13242   20.83505   19.98792   20.85732
   22.11775   20.76378   61.39237  151.26824  304.41687  549.59395
  921.12652 1100.      1100.      1100.      1100.     "
"   1.72659    1.61323    1.67051    1.75156    1.86366    2.00497
    2.15813    2.32686    2.51314    2.69536    2.89004    3.08669
    3.29367    3.49676    3.70194    3.90913    4.12339    4.30408
    4.52259    4.73399    4.91174    5.09278    5.27801    5.45887
    5.74196    5.87599    6.10083    6.24662    6.43186    6.5471
    6.76713    6.93278    7.00039    7.21387    7.45236    7.49481
    7.47788    7.75951    7.97688    7.63766    7.38613    8.77436
   11.89456   15.3203    18.39144   20.8055    21.78369   21.73334
