" 1.       2.81838  5.17719  7.43968  9.59582 11.66528 13.65493 15.60801
 17.50587 20.72708"
"1100.      1100.      1100.      1100.      1100.        12.01422
   13.78624   15.42668   16.66321 1100.     "
"1100.      1100.      1100.      1100.      1100.      1100.
   13.74701   15.07344   15.07789 1100.     "
"1100.      1100.      1100.      1100.      1100.      1100.
 1100.        41.60538   37.14078 1100.     "
1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100.
1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100.
1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100.
1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100.
1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100.
1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100. 1100.
