"  1.        1.02018   1.0684    1.14244   1.23836   1.3512    1.47645
   1.61073   1.75185   1.89849   2.04994   2.20582   2.36588   2.5299
   2.6976    2.8686    3.04242   3.21849   3.39619   3.57483   3.75368
   3.93194   4.10878   4.28334   4.4548    4.62235   4.78526   4.94287
   5.09469   5.24052   5.38067   5.51669   5.65222   5.79175   5.93643
   6.08425   6.23273   6.37991   6.52434   6.66511   6.80197   6.93579
   7.06926   7.20609   7.34753   7.49187   7.63689   7.78083   7.9224
   8.06079   8.19558   8.32676   8.45506   8.58245   8.71398   8.87234
   9.05349   9.22775   9.39302   9.54946   9.69874   9.84395   9.9876
  10.12991  10.27004  10.40791  10.5454   10.68794  10.85106  11.05072
  11.25008  11.4352   11.60335  11.75351  11.88551  12.00015  12.09951
  12.18726  12.26865  12.34939  12.43354  12.52228  12.61463  12.70891
  12.80397  12.89999  13.00286  13.11631  13.25029  13.41445  13.61682
  13.84457  14.08604  14.33176  14.57053  14.79282  14.99306  15.16925
  15.32198  15.45395  15.56816  15.66244  15.73676  15.79475  15.83862
  15.87251  15.90126  15.9294   15.95674  15.98699  16.0158   16.02985
  16.01674  15.98678  16.03703  16.25607  16.55879  16.89534  17.26859
  17.69485  18.16149  18.62195  19.03276  19.35714  19.56198  19.62112
  19.51862  19.24891  18.83491  18.41738  18.04546  17.92167  18.52692
  20.84186  25.63585  31.63073  38.63923  46.71664  55.95345  66.45157
  78.32481  91.69904 106.71129 123.50996 142.25553 163.12046 186.28773
 211.95032 240.31306 271.59428"
"  1.02435   1.04418   1.09085   1.16237   1.25536   1.3654    1.48818
   1.62037   1.7597    1.90478   2.05482   2.20933   2.36799   2.5305
   2.69649   2.86556   3.03723   3.21095   3.38613   3.56215   3.73829
   3.91381   4.08789   4.2597    4.42842   4.59325   4.75347   4.90842
   5.05762   5.20085   5.33843   5.4719    5.60488   5.74183   5.88387
   6.02902   6.17481   6.31932   6.46115   6.59951   6.73436   6.86704
   7.00082   7.13914   7.28219   7.42782   7.57385   7.71866   7.86107
   8.00039   8.13628   8.26893   8.39928   8.52984   8.66756   8.83965
   9.024     9.20091   9.36922   9.52944   9.68366   9.83508   9.98572
  10.13539  10.28345  10.43056  10.57986  10.74003  10.93172  11.14272
  11.34437  11.53069  11.69978  11.85084  11.9839   12.09995  12.2013
  12.29183  12.37674  12.46124  12.54862  12.63947  12.73256  12.82628
  12.91961  13.01283  13.11197  13.22041  13.34885  13.50621  13.70001
  13.91801  14.14939  14.38538  14.6151   14.82893  15.0211   15.18948
  15.33453  15.45905  15.56662  15.65532  15.72608  15.78287  15.82641
  15.86073  15.89162  15.92358  15.95717  15.99557  16.03274  16.05428
  16.04958  16.03892  16.12765  16.37577  16.69688  17.0492   17.43959
  17.88204  18.35968  18.82632  19.24023  19.56529  19.76873  19.8247
  19.71761  19.44128  19.01705  18.58538  18.19484  18.03577  18.60255
  20.9016   25.71593  31.74526  38.79277  46.91365  56.19891  66.75033
  78.68204  92.12035 107.20275 124.07811 142.90742 163.86361 187.13
 212.9     241.37892 272.78568"
"  1.0581    1.07767   1.12304   1.19207   1.28167   1.3881    1.50757
   1.6369    1.77382   1.91683   2.06502   2.21781   2.37476   2.53548
   2.69954   2.86649   3.03584   3.20708   3.37965   3.55295   3.7263
   3.89898   4.07021   4.23919   4.40509   4.56712   4.72457   4.87678
   5.02328   5.16384   5.2988    5.4297    5.56017   5.69462   5.83412
   5.97664   6.11979   6.26167   6.40097   6.53702   6.67007   6.80202
   6.93666   7.07674   7.22143   7.36833   7.51538   7.6611    7.80441
   7.94475   8.08188   8.21621   8.34896   8.48333   8.62962   8.81402
   9.00128   9.18101   9.35262   9.51701   9.67666   9.83472   9.99267
  10.15006  10.30672  10.46424  10.62768  10.81071  11.02499  11.24091
  11.44427  11.63168  11.80166  11.95362  12.08776  12.20527  12.30868
  12.40202  12.49037  12.57837  12.6686   12.76114  12.85463  12.94751
  13.03887  13.12909  13.22434  13.32761  13.45034  13.60074  13.78587
  13.99409  14.21533  14.4415   14.66212  14.86749  15.05162  15.21221
