"1.0000000e+00 1.0014300e+00 1.0047100e+00 1.0098400e+00 1.0167900e+00
 1.0255500e+00 1.0360800e+00 1.0483400e+00 1.0622700e+00 1.0778100e+00
 1.0948900e+00 1.1134100e+00 1.1332800e+00 1.1543900e+00 1.1766300e+00
 1.1998800e+00 1.2240300e+00 1.2489800e+00 1.2746100e+00 1.3008600e+00
 1.3276500e+00 1.3549400e+00 1.3826800e+00 1.4108500e+00 1.4394400e+00
 1.4684400e+00 1.4978200e+00 1.5275700e+00 1.5576600e+00 1.5880700e+00
 1.6187400e+00 1.6496300e+00 1.6806800e+00 1.7118200e+00 1.7429800e+00
 1.7741000e+00 1.8050900e+00 1.8358900e+00 1.8664600e+00 1.8967600e+00
 1.9268100e+00 1.9566400e+00 1.9863600e+00 2.0161300e+00 2.0462000e+00
 2.0768900e+00 2.1085700e+00 2.1414800e+00 2.1757600e+00 2.2113900e+00
 2.2482700e+00 2.2862500e+00 2.3251600e+00 2.3647700e+00 2.4048700e+00
 2.4452300e+00 2.4856100e+00 2.5257700e+00 2.5654900e+00 2.6045300e+00
 2.6427000e+00 2.6798300e+00 2.7157800e+00 2.7505400e+00 2.7842700e+00
 2.8172600e+00 2.8498700e+00 2.8824100e+00 2.9151000e+00 2.9480500e+00
 2.9812900e+00 3.0148600e+00 3.0488500e+00 3.0832200e+00 3.1177500e+00
 3.1523400e+00 3.1870000e+00 3.2217000e+00 3.2563400e+00 3.2907900e+00
 3.3249400e+00 3.3587900e+00 3.3923900e+00 3.4259400e+00 3.4596100e+00
 3.4935400e+00 3.5279300e+00 3.5630900e+00 3.5994100e+00 3.6370800e+00
 3.6761000e+00 3.7162700e+00 3.7572600e+00 3.7987200e+00 3.8403900e+00
 3.8821400e+00 3.9239200e+00 3.9655100e+00 4.0066400e+00 4.0470200e+00
 4.0862600e+00 4.1241500e+00 4.1604600e+00 4.1950700e+00 4.2282200e+00
 4.2607100e+00 4.2936300e+00 4.3272600e+00 4.3611200e+00 4.3948300e+00
 4.4285000e+00 4.4626400e+00 4.4969300e+00 4.5307800e+00 4.5637600e+00
 4.5962000e+00 4.6289100e+00 4.6620600e+00 4.6951500e+00 4.7276300e+00
 4.7591300e+00 4.7898300e+00 4.8201200e+00 4.8499200e+00 4.8789300e+00
 4.9077000e+00 4.9382600e+00 4.9731500e+00 5.0109900e+00 5.0493600e+00
 5.0876700e+00 5.1265400e+00 5.1677800e+00 5.2118700e+00 5.2555700e+00
 5.2979200e+00 5.3389500e+00 5.3789600e+00 5.4193200e+00 5.4606500e+00
 5.4993300e+00 5.5342300e+00 5.5661700e+00 5.5964900e+00 5.6268000e+00
 5.6594000e+00 5.6935600e+00 5.7263300e+00 5.7571200e+00 5.7861600e+00
 5.8144100e+00 5.8438000e+00 5.8770300e+00 5.9144100e+00 5.9515900e+00
 5.9865500e+00 6.0186400e+00 6.0477700e+00 6.0746100e+00 6.1008400e+00
 6.1298200e+00 6.1631400e+00 6.1975100e+00 6.2317000e+00 6.2655900e+00
 6.2996700e+00 6.3341100e+00 6.3693200e+00 6.4060700e+00 6.4463300e+00
 6.4898600e+00 6.5334900e+00 6.5770400e+00 6.6206300e+00 6.6631400e+00
 6.7038500e+00 6.7425200e+00 6.7795400e+00 6.8155800e+00 6.8528000e+00
 6.8898300e+00 6.9226700e+00 6.9505800e+00 6.9739800e+00 6.9962000e+00
 7.0219500e+00 7.0507100e+00 7.0807500e+00 7.1109400e+00 7.1411300e+00
 7.1724000e+00 7.2040800e+00 7.2340700e+00 7.2649400e+00 7.2957100e+00
 7.3247900e+00 7.3516000e+00 7.3760800e+00 7.3983100e+00 7.4189800e+00
 7.4394000e+00 7.4634200e+00 7.4969900e+00 7.5455100e+00 7.5999100e+00
 7.6507500e+00 7.6970700e+00 7.7391500e+00 7.7771600e+00 7.8116500e+00
 7.8445400e+00 7.8824500e+00 7.9299400e+00 7.9760700e+00 8.0169700e+00
 8.0525700e+00 8.0845000e+00 8.1159800e+00 8.1454900e+00 8.1718400e+00
 8.1976000e+00 8.2309900e+00 8.2709800e+00 8.3108000e+00 8.3481100e+00
 8.3811700e+00 8.4088100e+00 8.4306400e+00 8.4469600e+00 8.4589300e+00
 8.4695400e+00 8.4853200e+00 8.5074000e+00 8.5363600e+00 8.5716100e+00
 8.6075000e+00 8.6424000e+00 8.6766600e+00 8.7105500e+00 8.7447000e+00
 8.7794200e+00 8.8159700e+00 8.8581600e+00 8.9040200e+00 8.9475100e+00
 8.9888100e+00 9.0315800e+00 9.0752600e+00 9.1174600e+00 9.1572600e+00
 9.1943300e+00 9.2289500e+00 9.2627500e+00 9.2950300e+00 9.3271200e+00
 9.3586100e+00 9.3842800e+00 9.4023200e+00 9.4131800e+00 9.4222000e+00
 9.4467400e+00 9.4810600e+00 9.5173500e+00 9.5515900e+00 9.5816500e+00
 9.6071600e+00 9.6288600e+00 9.6491500e+00 9.6700000e+00 9.6880200e+00
 9.7052500e+00 9.7339200e+00 9.7663000e+00 9.7996200e+00 9.8347700e+00
 9.8743300e+00 9.9220200e+00 9.9707100e+00 1.0014600e+01 1.0052480e+01
 1.0084580e+01 1.0112400e+01 1.0145730e+01 1.0193070e+01 1.0242580e+01
 1.0290760e+01 1.0337410e+01 1.0381350e+01 1.0416090e+01 1.0438090e+01
 1.0447530e+01 1.0445540e+01 1.0433500e+01 1.0415150e+01 1.0400530e+01
 1.0401600e+01 1.0423290e+01 1.0460450e+01 1.0513900e+01 1.0582460e+01
 1.0656780e+01 1.0726970e+01 1.0787860e+01 1.0837200e+01 1.0874550e+01
 1.0900650e+01 1.0917170e+01 1.0927200e+01 1.0935310e+01 1.0955130e+01
 1.0990750e+01 1.1035670e+01 1.1086100e+01 1.1136700e+01 1.1190400e+01
 1.1243310e+01 1.1292490e+01 1.1337600e+01 1.1376870e+01 1.1409700e+01
 1.1437270e+01 1.1460960e+01 1.1480750e+01 1.1495920e+01 1.1511570e+01
 1.1534580e+01 1.1559710e+01 1.1582240e+01 1.1599180e+01 1.1611950e+01
 1.1630080e+01 1.1656900e+01 1.1687210e+01 1.1716350e+01 1.1743510e+01
 1.1768740e+01 1.1791810e+01 1.1817750e+01 1.1843080e+01 1.1864270e+01
 1.1883160e+01 1.1909060e+01 1.1946580e+01 1.1997980e+01 1.2061870e+01
 1.2130630e+01 1.2198230e+01 1.2262220e+01 1.2322730e+01 1.2379390e+01
 1.2430040e+01 1.2471810e+01 1.2502360e+01 1.2520590e+01 1.2527360e+01
 1.2525780e+01 1.2520060e+01 1.2516520e+01 1.2518020e+01 1.2525850e+01
 1.2539950e+01 1.2556310e+01 1.2575200e+01 1.2600800e+01 1.2633270e+01
 1.2667970e+01 1.2701260e+01 1.2731240e+01 1.2757070e+01 1.2778690e+01
 1.2796220e+01 1.2811310e+01 1.2831160e+01 1.2862540e+01 1.2906990e+01
 1.2960030e+01 1.3015640e+01 1.3070620e+01 1.3123220e+01 1.3174210e+01
 1.3224260e+01 1.3270540e+01 1.3309770e+01 1.3340420e+01 1.3363900e+01
 1.3383250e+01 1.3401600e+01 1.3421190e+01 1.3444100e+01 1.3466230e+01
 1.3483150e+01 1.3495020e+01 1.3504510e+01 1.3514110e+01 1.3526810e+01
 1.3545800e+01 1.3569440e+01 1.3595320e+01 1.3622240e+01 1.3646630e+01
 1.3669700e+01 1.3698650e+01 1.3740520e+01 1.3793190e+01 1.3847380e+01
 1.3899330e+01 1.3948890e+01 1.3997590e+01 1.4046080e+01 1.4094670e+01
 1.4141950e+01 1.4183580e+01 1.4217410e+01 1.4244280e+01 1.4264950e+01
 1.4283490e+01 1.4305440e+01 1.4341590e+01 1.4393130e+01 1.4440220e+01
 1.4465100e+01 1.4462430e+01 1.4435610e+01 1.4400200e+01 1.4379390e+01
 1.4378800e+01 1.4393040e+01 1.4415710e+01 1.4442380e+01 1.4469490e+01
 1.4493230e+01 1.4514770e+01 1.4546900e+01 1.4606290e+01 1.4676570e+01
 1.4757770e+01 1.4825500e+01 1.4878460e+01 1.4925660e+01 1.4976990e+01
 1.5022000e+01 1.5057560e+01 1.5086260e+01 1.5107510e+01 1.5119490e+01
 1.5124260e+01 1.5127100e+01 1.5141450e+01 1.5159810e+01 1.5170090e+01
 1.5170560e+01 1.5165310e+01 1.5175460e+01 1.5189290e+01 1.5213230e+01
 1.5252090e+01 1.5292300e+01 1.5331650e+01 1.5372890e+01 1.5424880e+01
 1.5487570e+01 1.5555070e+01 1.5630620e+01 1.5702870e+01 1.5757810e+01
 1.5793600e+01 1.5813100e+01 1.5816320e+01 1.5801290e+01 1.5768850e+01
 1.5740790e+01 1.5768460e+01 1.5812890e+01 1.5858200e+01 1.5893700e+01
 1.5910610e+01 1.5910930e+01 1.5910570e+01 1.5924200e+01 1.5945630e+01
 1.5963570e+01 1.5990780e+01 1.6045110e+01 1.6127580e+01 1.6223970e+01
 1.6300290e+01 1.6350960e+01 1.6391020e+01 1.6443430e+01 1.6502360e+01
 1.6546190e+01 1.6568550e+01 1.6575190e+01 1.6575310e+01 1.6576420e+01
 1.6569260e+01 1.6549590e+01 1.6521160e+01 1.6492060e+01 1.6466040e+01
 1.6445020e+01 1.6432510e+01 1.6425140e+01 1.6460080e+01 1.6525450e+01
