 1.       5.17437  9.53132 13.65641 17.39893
1100.      1100.        10.34601   13.90393   17.47987
1100.      1100.      1100.        14.32756   17.78988
1100.      1100.      1100.        52.95043   18.61555
1100.      1100.      1100.      1100.        90.42392
