"1.00000000e+00 1.62373000e+00 2.72460000e+00 3.86105000e+00
 4.98483000e+00 6.08795000e+00 7.16308000e+00 8.21683000e+00
 9.24535000e+00 1.02559200e+01 1.12428000e+01 1.22292300e+01
 1.31698900e+01 1.41102100e+01 1.50477200e+01 1.59848100e+01
 1.69340000e+01 1.78720300e+01 1.88556900e+01 2.30499963e+22"
"1.79093433e+13 7.68082996e+09 6.27931288e+07 1.27046860e+02
 5.97224600e+01 6.47906000e+00 7.41759000e+00 8.44982000e+00
 9.42671000e+00 1.04055200e+01 1.13672100e+01 1.23213500e+01
 1.32377900e+01 1.41467700e+01 1.50478100e+01 1.59281500e+01
 1.68124100e+01 1.76140600e+01 1.81598000e+01 1.42955198e+17"
"4.99556690e+17 4.83375375e+17 4.33654011e+14 4.20963008e+08
 7.20222671e+06 2.40226710e+02 2.82418000e+01 8.65258000e+00
 9.55351000e+00 1.05407700e+01 1.14827200e+01 1.23920700e+01
 1.33004800e+01 1.41660200e+01 1.50412500e+01 1.58714300e+01
 1.66727200e+01 1.73341400e+01 1.74260800e+01 2.12360181e+22"
"2.72519387e+23 1.38910056e+22 2.37020127e+14 3.40501220e+15
 1.08490156e+11 4.99815035e+06 1.64048213e+04 9.34760000e+00
 1.07784600e+01 1.06547000e+01 1.15516000e+01 1.24480200e+01
 1.33505500e+01 1.41870700e+01 1.50284000e+01 1.58098800e+01
 1.65166300e+01 1.70245600e+01 1.72587600e+01 3.57274300e+20"
"2.41080790e+23 7.83342845e+18 9.21273913e+21 1.65794374e+20
 7.57747206e+13 1.73546800e+08 7.42644082e+07 2.33321084e+05
 1.00519720e+02 1.08278600e+01 1.16450900e+01 1.25095400e+01
 1.33675800e+01 1.42138600e+01 1.50112700e+01 1.57236600e+01
 1.63550300e+01 1.66592500e+01 1.68709600e+01 2.32471030e+25"
"3.59640402e+27 9.26882097e+27 2.36357548e+27 5.14589816e+22
 8.55100909e+18 1.67713636e+06 2.83455451e+11 5.54151209e+08
 3.07115021e+03 2.78124000e+01 1.52243800e+01 1.25833100e+01
 1.33699400e+01 1.41976800e+01 1.49625300e+01 1.56342800e+01
 1.61724200e+01 1.62065000e+01 1.71220900e+01 3.38724287e+28"
"7.14580763e+32 2.37679281e+32 1.51046532e+30 1.45006848e+19
 1.23273394e+23 1.30880126e+14 3.20186730e+14 1.81861149e+11
 8.28327351e+05 3.40894059e+05 5.39722000e+01 1.26152800e+01
 1.33177700e+01 1.41777700e+01 1.48840800e+01 1.55404400e+01
 1.59695800e+01 1.57181800e+01 1.58337397e+03 3.73410502e+28"
"2.41295194e+35 3.02231776e+34 3.17221177e+30 3.13630148e+28
 1.23187174e+26 2.91237310e+19 9.82959676e+16 1.16735509e+13
 1.14175619e+09 3.33576630e+08 6.73061400e+01 1.29409100e+01
 1.38100800e+01 1.41361000e+01 1.48209200e+01 1.54247500e+01
 1.57365600e+01 1.52253400e+01 4.19639451e+07 1.82591409e+25"
"4.50225258e+35 5.66328727e+33 2.74845278e+31 6.62801051e+32
 6.98412867e+27 9.26801671e+23 8.87482087e+18 1.09295076e+14
 1.67504888e+12 1.17060669e+11 2.81539500e+01 1.66254162e+04
 3.67289500e+01 1.41213300e+01 1.46892900e+01 1.52884900e+01
 1.54625700e+01 1.44397300e+01 1.99237629e+10 3.21769463e+32"
"8.76047824e+34 2.65054207e+36 2.05750052e+37 3.47839270e+35
 1.30870075e+27 3.87284580e+27 2.35230940e+20 2.17074259e+13
 1.27336273e+15 1.97882318e+13 2.68251540e+02 1.07478577e+07
 3.70808400e+01 1.40986200e+01 1.45453000e+01 1.50970900e+01
 1.51831500e+01 1.37998300e+01 8.20671459e+11 8.43496469e+34"
"2.04108435e+41 1.68140861e+41 2.13305657e+40 1.21204116e+37
 1.24719464e+29 3.06390401e+30 1.86656825e+23 6.65455604e+13
 4.41509439e+17 1.71073064e+15 7.68792738e+05 2.68698698e+09
 1.55453400e+01 2.28536500e+01 1.69044100e+01 1.49015300e+01
 1.48917000e+01 1.29392700e+01 4.33720375e+11 4.15642296e+35"
"1.81423811e+44 6.79962396e+43 1.28707618e+42 7.99066151e+36
 1.97698793e+35 4.94820298e+32 1.75852950e+27 1.13864247e+19
 7.29527270e+19 7.51098914e+16 4.20290163e+09 4.24299099e+11
 1.54856900e+01 4.91342449e+04 5.36471400e+01 1.47029200e+01
 1.45899300e+01 2.56938600e+02 2.39838800e+12 6.89235958e+33"
"9.26333693e+45 1.91484979e+45 4.24906240e+42 9.85922243e+32
 7.56263074e+38 1.17467775e+34 3.26838024e+30 2.14771584e+22
 6.11399151e+21 1.56292666e+18 8.81015229e+12 4.74950311e+13
 1.18612105e+04 1.17090445e+07 4.70573200e+01 1.44794400e+01
 1.42032000e+01 3.11461377e+05 2.40964540e+18 1.86170901e+34"
"3.03983334e+46 2.45377357e+45 3.69628688e+39 9.47455465e+41
 2.83571608e+41 6.29582301e+33 1.75747912e+33 7.03088407e+24
 2.70328250e+23 1.31648802e+19 6.84265240e+15 3.83280739e+15
 4.53874116e+06 1.42092755e+09 1.65264800e+01 1.46717000e+01
 1.35533500e+01 7.45438951e+07 6.82825251e+21 8.86229979e+38"
"1.58267329e+44 8.74473891e+39 1.67559640e+44 4.15233917e+45
 1.93635897e+43 4.19014103e+33 3.13914523e+35 2.86983206e+28
 6.33666769e+24 2.86859487e+19 2.38322351e+18 2.22658846e+17
 9.26504861e+07 1.27500771e+11 1.57923900e+01 7.79586652e+03
 5.16131000e+01 1.06605362e+10 2.28626163e+24 8.96036751e+40"
"8.61846041e+46 7.05057553e+47 6.11132446e+48 1.19873464e+48
 2.13215142e+44 7.44444427e+39 1.80757520e+37 7.86265363e+31
 7.56666436e+25 2.97627007e+18 4.33257466e+20 9.19346837e+18
 5.68289193e+07 9.45648211e+12 7.04749696e+04 1.71258769e+06
 1.54358970e+02 9.73560419e+11 1.64656555e+26 4.70579975e+41"
"6.24441990e+51 7.10160786e+51 3.37807318e+51 6.05809694e+49
 8.92790641e+43 1.75413597e+43 2.58316169e+38 6.66989302e+34
 4.13027677e+26 3.53827152e+18 4.57227927e+22 2.64079173e+20
 5.03491016e+05 5.96681350e+14 5.34632490e+07 1.51187617e+08
 7.55757800e+01 5.03961744e+13 2.67406937e+27 7.56988353e+40"
"3.61848177e+54 2.22610072e+54 2.58841592e+53 5.49398610e+50
 2.75029116e+41 5.33656984e+45 3.49726343e+38 2.24825129e+37
 3.83498264e+29 5.81961281e+22 3.00172295e+24 5.13819276e+21
 8.47954477e+12 3.20274215e+16 6.27697470e+09 9.25851297e+09
 1.96475200e+01 1.18247429e+15 6.44721942e+27 8.77908318e+28"
"2.70955383e+56 1.11529984e+56 3.96995719e+54 3.19067146e+50
 3.37293193e+48 4.32570375e+47 4.49090095e+34 3.35034839e+39
 9.44499853e+32 8.53282952e+25 1.28520971e+26 6.48754129e+22
 3.10803955e+16 1.44245817e+18 2.72661144e+11 4.72973325e+11
 2.18450000e+01 8.22389286e+15 2.94935759e+26 3.75272091e+42"
"4.18659638e+57 1.13951932e+57 8.20937833e+54 1.53764476e+40
 5.16509060e+51 1.08257512e+49 7.53307620e+40 2.23631607e+41
 7.06458769e+35 2.01110607e+28 3.68183227e+27 4.88788764e+23
 1.77679813e+19 5.38292312e+19 5.32064853e+12 2.15895381e+13
 4.67547002e+05 5.14483812e+15 2.84692284e+25 2.02471410e+45"
