"  1.        1.01245   1.04088   1.08461   1.14244   1.2126    1.29297
   1.3815    1.47645   1.57645   1.68053   1.78803   1.89849   2.01165
   2.12734   2.24545   2.36588   2.48854   2.61331   2.74006   2.8686
   2.99873   3.13021   3.26278   3.39619   3.53012   3.66428   3.79833
   3.93194   4.06475   4.1964    4.32653   4.4548    4.58087   4.70443
   4.82518   4.94287   5.0573    5.16835   5.27605   5.38067   5.48291
   5.5842    5.6866    5.79175   5.89986   6.01011   6.12139   6.23273
   6.34332   6.45254   6.5599    6.66511   6.7681    6.86914   6.96904
   7.06926   7.17143   7.2763    7.38344   7.49187   7.60067   7.70908
   7.81649   7.9224    8.02652   8.12866   8.22869   8.32676   8.4232
   8.51867   8.61458   8.71398   8.82789   8.96338   9.09785   9.22775
   9.35256   9.47228   9.58735   9.69874   9.80785   9.91591  10.02333
  10.12991  10.23524  10.33919  10.44219  10.5454   10.65127  10.76513
  10.89859  11.05072  11.20139  11.34465  11.47888  11.60335  11.71768
  11.82176  11.91574  12.00015  12.07593  12.14453  12.20797  12.26865
  12.329    12.39089  12.45531  12.52228  12.5913   12.66162  12.73264
  12.80397  12.87554  12.95074  13.02941  13.11631  13.21466  13.32756
  13.46174  13.61682  13.786    13.96413  14.14749  14.33176  14.51208
  14.68418  14.84508  14.99306  15.12746  15.24844  15.35675  15.45395
  15.54137  15.61791  15.6828   15.73676  15.78158  15.81847  15.84756
  15.87251  15.89386  15.91579  15.93608  15.95674  15.9792   16.00227
  16.02131  16.02985  16.02277  16.00087  15.98562  16.03703  16.18906
  16.40137  16.64032  16.89534  17.17079  17.47473  17.80929  18.16149
  18.50998  18.83592  19.12334  19.35714  19.52355  19.61106  19.61093
  19.51862  19.33209  19.05477  18.72894  18.41738  18.1296   17.92161
  17.99671  18.52692  20.00865  23.03804  27.03937  31.63073  36.78997
  42.53905  48.91333  55.95345  63.70279  72.2087   81.52248  91.69904
 102.79675 114.87758 128.00729 142.25553 157.6957  174.40449 192.46166
 211.95032 232.95754 255.57466 279.89754"
"  1.01735   1.02968   1.05748   1.10008   1.15644   1.225     1.3038
   1.39088   1.48453   1.58338   1.68645   1.79304   1.90267   2.01506
   2.13      2.24736   2.36702   2.48886   2.61274   2.73849   2.86595
   2.99489   3.12509   3.25632   3.38831   3.52078   3.65343   3.78596
   3.91803   4.04929   4.17939   4.30799   4.43472   4.55927   4.68131
   4.80056   4.91677   5.02972   5.13932   5.24557   5.34874   5.44955
   5.54941   5.65036   5.75405   5.86068   5.96942   6.07919   6.18901
   6.2981    6.40583   6.51175   6.61562   6.71742   6.81757   6.91706
   7.01753   7.12048   7.22628   7.33427   7.44341   7.55279   7.66171
   7.76959   7.87597   7.98059   8.0833    8.184     8.28291   8.38041
   8.47737   8.57538   8.67843   8.80107   8.93963   9.07559   9.20698
   9.33343   9.45507   9.57245   9.68668   9.79919   9.91103  10.02246
  10.13318  10.24286  10.3516   10.46012  10.57006  10.6849   10.81233
  10.96195  11.11912  11.27127  11.41534  11.55017  11.67516  11.78999
  11.89462  11.98925  12.07449  12.15133  12.22132  12.28649  12.3492
  12.41169  12.4756   12.54165  12.60975  12.67931  12.7496   12.82007
  12.89037  12.96044  13.03374  13.11013  13.1941   13.28941  13.39881
  13.52882  13.67896  13.84271  14.01518  14.1929   14.37174  14.54692
  14.71416  14.8704   15.01386  15.14385  15.26048  15.3645   15.45753
  15.54115  15.61426  15.6763   15.72839  15.7724   15.80897  15.83808
  15.8633   15.88559  15.9094   15.93229  15.95661  15.98358  16.01144
  16.035    16.0477   16.04502  16.03002  16.03041  16.1041   16.27476
  16.49809  16.74639  17.01033  17.29538  17.60903  17.9519   18.30991
  18.66214  18.9904   19.27902  19.51302  19.67876  19.76483  19.76252
  19.66753  19.47749  19.19522  18.86267  18.54303  18.24545  18.02271
  18.0748   18.58364  20.05342  23.0884   27.10656  31.7178   36.8988
  42.67144  49.07132  56.13916  63.91824  72.45603  81.80398  92.01712
 103.15398 115.27667 128.45111 142.74712 158.23823 175.00126 193.11607
 212.66592 233.73804 256.42395 280.8197 "
"  1.0401    1.05235   1.07961   1.12119   1.17606   1.2428    1.31968
   1.40494   1.49692   1.5943    1.69606   1.80149   1.91009   2.02152
