"  1.        1.30154   1.91885   2.64362   3.43326   4.23546   4.97786
   5.61563   6.27655   6.91781   7.56467   8.21689   8.83382   9.58631
  10.225    10.88123  11.69612  12.18405  12.58732  13.05526  13.8754
  14.91403  15.55323  15.80804  15.93887  15.99551  17.47158  19.32608
  18.93297  18.73223  44.25536  95.10617 180.68905 316.89637 525.02006
 833.02466"
"  1.16008   1.42155   1.98122   2.66817   3.41114   4.15912   4.8481
   5.43645   6.04963   6.658     7.33228   8.00546   8.73083   9.55239
  10.3321   11.28723  12.1316   12.65781  13.10175  13.51633  14.19336
  15.06085  15.56249  15.78774  16.02197  16.41667  18.23715  20.20284
  19.73074  19.01122  44.92503  96.77686 183.87604 322.28767 533.51741
 845.79258"
"  1.4389    1.65723   2.13687   2.75942   3.44355   4.13133   4.76136
   5.29883   5.87012   6.47308   7.18047   7.88637   8.75224   9.66692
  10.6561   11.80189  12.66435  13.22873  13.68925  14.03607  14.56119
  15.25253  15.62916  15.83228  16.18238  16.94331  19.04852  21.12047
  20.59837  19.30234  45.33012  98.04984 186.4962  326.89712 540.96257
 857.17237"
"  1.77896   1.95601   2.36685   2.91038   3.52397   4.14569   4.71156
   5.19925   5.73633   6.37158   7.11276   7.87922   8.90587   9.95987
  11.21927  12.42165  13.29983  13.89818  14.35429  14.62121  14.98558
  15.49295  15.7701   15.93468  16.41078  17.53601  19.8922   22.07599
  21.53655  19.64198  45.46788  98.92074 188.54324 330.71602 547.34394
 867.1489 "
"  2.14265   2.2861    2.63815   3.1109    3.64776   4.19705   4.69312
   5.13651   5.65839   6.35606   7.13765   8.05491   9.21436  10.48655
  11.92067  13.15151  14.04424  14.66888  15.10316  15.27973  15.47405
  15.78774  15.97956  16.08928  16.69893  18.17281  20.75841  23.06585
  22.54478  20.05371  45.33822  99.38788 190.01393 333.73917 552.65383
 875.71143"
"  2.50983   2.62662   2.92713   3.33991   3.80664   4.27949   4.70071
   5.11182   5.66988   6.43077   7.27471   8.413     9.72071  11.23783
  12.74582  13.99812  14.90456  15.54564  15.94369  16.02043  16.03503
  16.1474   16.25092  16.29147  17.03852  18.83876  21.63944  24.08589
  23.62112  20.55994  44.94346  99.45218 190.90793 335.96465 556.88832
 882.8535 "
"  2.86877   2.96479   3.22102   3.57934   3.98293   4.38073   4.72917
   5.13398   5.7849    6.60618   7.58895   8.95012  10.47511  12.14357
