"  1.        1.3688    2.09226   2.93429   3.83712   4.711     5.46242
   6.1922    6.91781   7.64878   8.36966   9.13383   9.9103   10.60798
  11.52241  12.13613  12.58732  13.1259   14.15118  15.20585  15.71744
  15.886    15.95051  17.23695  19.32608  18.68327  22.15599  60.06791
 132.67659 258.66563 464.8453  787.91352"
"  1.18143   1.49658   2.15391   2.94678   3.78634   4.59328   5.28182
   5.95371   6.6379    7.40183   8.15394   9.05364   9.94977  10.93561
  11.99755  12.64934  13.15209  13.61795  14.44907  15.30776  15.70277
  15.91598  16.23414  18.03556  20.28462  19.52541  22.3707   61.13704
 135.22159 263.50927 473.11279 801.11271"
"  1.4976    1.75567   2.31602   3.03078   3.79589   4.52852   5.14886
   5.77046   6.44832   7.25171   8.06173   9.12478  10.19438  11.49537
  12.58898  13.2799   13.80424  14.17872  14.80551  15.46403  15.77147
  16.03301  16.67573  18.89378  21.29148  20.45142  22.41109  61.83546
 137.19814 267.52455 480.21404 812.7129 "
"  1.87687   2.08324   2.55919   3.17812   3.85764   4.50879   5.05811
   5.63978   6.35872   7.20482   8.16255   9.37341  10.71852  12.18899
  13.30376  14.03072  14.54991  14.81714  15.22932  15.67878  15.91265
  16.22661  17.22434  19.79264  22.34271  21.4664   22.30329  62.15923
 138.59991 270.70203 486.1357  822.69583"
"  2.27651   2.44169   2.84637   3.3786    3.9655    4.52686   5.00815
   5.57453   6.37241   7.27724   8.46596   9.8502   11.48788  13.01803
  14.15021  14.90606  15.39775  15.54384  15.73061  15.97066  16.11937
  16.48524  17.84311  20.71804  23.43353  22.57215  22.0948   62.10805
 139.42459 273.03692 490.86972 831.04934"
"  2.67452   2.80765   3.15012   3.60894   4.1084    4.5739    5.002
   5.62019   6.49702   7.51713   8.96775  10.61968  12.42152  13.99071
  15.1381   15.91276  16.35849  16.37127  16.32086  16.36246  16.3888
  16.79697  18.50511  21.65912  24.55824  23.76665  21.8493   61.68507
 139.67369 274.52885 494.41323 837.76722"
"  3.05842   3.16761   3.45611   3.84684   4.26337   4.6358    5.0506
   5.79166   6.75218   8.05108   9.72852  11.62678  13.5168   15.11781
  16.27869  17.06048  17.44472  17.31301  17.0135   16.84623  16.72109
  17.15016  19.18868  22.60689  25.71026  25.04527  21.71543  60.8968
 139.35238 275.1817  496.76827 842.84893"
"  3.4207    3.51255   3.75248   4.07517   4.4071    4.70713   5.2205
   6.09093   7.19927   8.84885  10.77325  12.82408  14.78369  16.41234
  17.58477  18.36147  18.67065  18.38365  17.8251   17.42489  17.11932
  17.53383  19.87883  23.55347  26.88216  26.40127  22.12276  59.75259
 138.46931 275.00343 497.94165 846.29952"
"  3.754     3.83101   4.02376   4.27578   4.52405   4.83547   5.54687
   6.55029   8.01202   9.93877  12.04717  14.21404  16.23621  17.8894
  19.07073  19.83022  20.05204  19.59937  18.77407  18.10825  17.58882
  17.93809  20.5634   24.49176  28.06576  27.82573  22.75933  58.26484
 137.03642 274.00587 497.94476 848.12929"
"  4.04582   4.10632   4.2508    4.43194   4.63396   5.14971   6.04136
   7.29851   9.15726  11.28747  13.53898  15.81019  17.89108  19.56608
  20.75269  21.4832   21.60603  20.97774  19.87604  18.91033  18.13667
  18.35479  21.23191  25.41529  29.25231  29.30739  23.69572  56.44901
 135.06877 272.20456 496.7933  848.35373"
"  4.27848   4.32014   4.41791   4.55253   4.91346   5.68158   6.79561
   8.49629  10.5836   12.87474  15.26026  17.63051  19.76738  21.46136
  22.64852  23.33862  23.35112  22.5375   21.14619  19.84768  18.7727
  18.77866  21.87496  26.31761  30.43269  30.83459  24.93966  54.32368
 132.58438 269.6185  494.50721 846.9932 "
"  4.44098   4.46769   4.55237   4.84025   5.50068   6.50334   8.02212
  10.0025   12.26847  14.7124   17.22955  19.6959   21.88625  23.59599
  24.77787  25.41634  25.30711  24.29831  22.60334  20.9378   19.5097
  19.20917  22.48401  27.19251  31.59768  32.3954   26.40585  51.91075
 129.60409 266.27007 491.11032 844.07281"
"  4.63744   4.70206   4.97727   5.54842   6.4377    7.79038   9.61539
  11.7858   14.22377  16.82139  19.46924  22.02966  24.27077  25.99245
  27.16213  27.7377   27.49505  26.28036  24.2691   22.19828  20.36354
  19.65418  23.05143  28.03399  32.73828  33.97756  28.04151  49.23609
 126.1512  262.18469 486.63033 839.62213"
"  5.25135   5.43462   5.88428   6.6489    7.84954   9.48603  11.50446
  13.85983  16.47235  19.22651  22.0046   24.65721  26.94593  28.6749
  29.8244   30.32557  29.93723  28.50429  26.1648   23.64685  21.35348
  20.13645  23.57075  28.83593  33.84602  35.56854  29.80737  46.33097
 122.25148 257.39073 481.09839 833.67507"
"  6.32103   6.60936   7.23792   8.25527   9.67495  11.4973   13.70502
  16.24932  19.04124  21.95528  24.86329  27.60599  29.93851  31.66917
  32.78945  33.20422  32.65715  30.99152  28.31112  25.3021   22.5023
  20.70228  24.03731  29.59188  34.91329  37.15557  31.68416  43.23532
 117.93308 251.91955 474.54916 826.26956"
"  7.93701   8.31391   9.07815  10.24728  11.83498  13.84166  16.24378
  18.98321  21.96013  25.03747  28.07507  30.90532  33.27707  35.00275
  36.08368  36.3994   35.67956  33.76457  30.72768  27.18472  23.83596
  21.43311  24.4498   30.29482  35.93315  38.7255   33.68233  40.00638
 113.22636 245.8047  467.02035 817.44749"
"  9.95642  10.40575  11.28045  12.59273  14.35068  16.54771  19.15136
  22.09292  25.26073  28.5049   31.67172  34.58639  36.99198  38.70478
  39.73513  39.93833  39.03045  36.84738  33.4353   29.31999  25.38193
  22.36075  24.81403  30.93709  36.89954  40.26476  35.80892  36.74409
 108.1638  239.08226 458.55264 807.25429"
" 12.34885  12.87029  13.85738  15.31748  17.2524   19.64755  22.46073
  25.61186  28.97662  32.39125  35.68692  38.68224  41.11535  42.80613
  43.77348  43.84969  42.73718  40.26536  36.45682  31.74214  27.16706
  23.4783   25.13647  31.51052  37.80749  41.75933  38.03883  33.66823
 102.78    231.79061 449.18975 795.73904"
" 15.13708  15.7336   16.83843  18.4534   20.57344  23.1754   26.20665
  29.57512  33.1431   36.73193  40.15615  43.22772  45.6811   47.33933
  48.23004  48.16371  46.82848  44.0455   39.81686  34.49171  29.21631
  24.79518  25.42872  32.00667  38.65309  43.19518  40.31085  31.29605
  97.11172 223.96999 438.97739 782.9537 "
" 18.35073  19.02714  20.25661  22.03473  24.34901  27.16712  30.4255
  34.01941  37.79705  41.56402  45.11669  48.25949  50.72489  52.3387
  53.13781  52.91214  51.33461  48.21638  43.54176  37.59917  31.55324
