"  1.        1.3688    2.09226   2.93429   3.83712   4.711     5.46242
  26.33439  25.71176  32.41728  39.43311  44.55908  42.57813  31.03026
  91.19807 215.66257 427.96426 768.95385"
" 22.0219   22.78453  24.14675  26.09732  28.61576  31.66006  35.15512
  38.98294  42.97695  46.92619  50.60747  53.816    56.28422  57.84029
  58.53144  58.12834  56.28736  52.80817  47.65953  41.08602  34.20184
  28.12578  26.02177  32.73504  40.14425  45.83935  44.81206  32.68857
  85.08102 206.91223 416.20111 753.79704"
" 26.18418  27.04078  28.54501  30.67831  33.41167  36.69289  40.43474
  44.50538  48.72276  52.85864  56.66908  59.93752  62.39837  63.88195
  64.44734  63.84732  61.72015  57.85268  52.19987  44.97517  37.18938
  30.20315  26.44046  32.95476  40.78205  47.02714  46.99047  35.17354
  78.80631 197.7644  403.74013 737.54437"
" 30.87217  31.83193  33.48863  35.81596  38.77592  42.30553  46.30495
  50.6278   55.07592  59.40308  63.34365  66.66607  69.10844  70.50335
  70.92364  70.10575  67.66805  63.38337  57.19415  49.29173  40.55344
  32.60125  27.19656  33.07525  41.33998  48.11714  49.09469  37.95461
  72.42541 188.26596 390.63584 720.25861"
" 36.12126  37.1949   39.01579  41.54958  44.74878  48.53914  52.80759
  57.39264  62.07931  66.60272  70.67477  74.04546  76.45735  77.74602
  78.00023  76.94202  74.16787  69.43539  62.67544  54.06309  44.3523
  35.35279  28.61091  33.10255  41.80927  49.10733  51.10852  40.8529
  65.99963 178.46515 376.94422 702.00459"
" 41.96753  43.16736  45.16554  47.91942  51.37157  55.43598  59.98575
  64.84366  69.7772   74.5022   78.70753  82.12117  84.48985  85.65334
  85.71882  84.39624  81.25811  76.04558  68.67852  59.31978  48.63546
  38.48735  30.48408  33.05562  42.17941  49.99786  53.0174   43.80524
  59.60947 168.4115  362.72253 682.85044"
" 48.44757  49.78764  51.97769  54.9666   58.68662  63.03941  67.8837
  73.02588  78.21525  83.14762  87.48839  90.94039  93.2525   94.27057
  94.12293  92.51032  88.97906  83.25255  75.23991  65.09469  53.42332
  42.03291  32.73425  32.97727  42.43928  50.78962  54.80687  46.83619
  53.37816 158.15589 348.02934 662.86408"
" 55.59843  57.09462  59.49273  62.73307  66.73714  71.3938   76.54683
  81.98558  87.44042  92.58648  97.06527 100.55187 102.79368 103.64491
 103.25795 101.32799  97.37279  91.09664  82.39793  71.42287  58.7366
  46.0189   35.37045  32.95843  42.5785   51.48315  56.4632   49.93876
  47.53594 147.75065 332.92427 642.11602"
" 63.45753  65.12766  67.75176  71.26147  75.5672   80.54451  86.02162
  91.77018  97.50096 102.86766 107.48747 111.00585 113.16357 113.82544
 113.17111 110.89476 106.48319  99.62     90.19264  78.34142  64.60278
  50.48346  38.42338  33.09318  42.58924  52.07763  57.97418  53.02479
  42.58388 137.24994 317.46784 620.67841"
" 72.06254  73.92654  76.79642  80.59514  85.22168  90.53778  96.35556
 102.42828 108.44636 114.04138 118.8057  122.35399 124.41409 124.86318
 123.91156 121.25802 116.35597 108.8666   98.66595  85.88942  71.05454
  55.49665  41.92964  33.59831  42.46865  52.5695   59.33142  56.00302
  39.81076 126.71032 301.72133 598.6237 "
" 81.45133  83.53134  86.66881  90.77799  95.74614 101.42073 107.59711
 114.00954 120.32733 126.15916 131.07208 134.64926 136.59894 136.81106
 135.53034 132.46702 127.03871 118.88225 107.86161  94.10792  78.12711
  61.13602  45.92507  35.14743  42.22266  52.9516   60.5326   58.83228
  41.07874 116.19203 285.74667 576.02562"
" 91.66186  93.98241  97.41141 101.85447 107.18684 113.24121 119.79564
 126.56465 133.19571 139.2738  144.34007 147.9459  149.77345 149.72392
 148.08043 144.57289 138.58085 129.71459 117.82524 103.03991  85.85782
  67.41916  50.44299  37.68764  41.87244  53.21329  61.58201  61.48701
  44.44063 105.76115 269.60633 552.95871"
"102.73214 105.32025 109.067   113.86946 119.59058 126.04783 133.00136
 140.14527 147.10442 153.4393  158.66448 162.29942 163.99456 163.65851
 161.61673 157.62865 151.03369 141.41318 128.60434 112.73034  94.28714
  74.36323  55.51601  40.82208  41.46557  53.34191  62.48818  63.94999
  48.31325  95.494   253.36331 529.49801"
"114.70007 117.58542 121.6786  126.86821 133.00469 139.88983 147.26526
 154.80397 162.10743 168.71081 174.1014  177.76663 179.32071 178.67339
 176.19611 171.68922 164.45046 154.02946 140.24832 123.22613 103.45808
  81.99742  61.1816   44.5047   41.09669  53.32502  63.2594   66.20922
  52.27916  85.48585 237.08114 505.71888"
