2.7447201326253224e-06, -3.908930760770866e-05, -1.35975203397561e-05, -3.0637707587141996e-09, -1.3861607012114737e-09, 3.208359675884656e-09, 6.65328e-26, 1.602e-19
5.1974501560949226e-06, -4.729065070479573e-05, 1.2510583832778584e-05, 5.067340139332649e-11, 7.157111216238056e-10, -8.167812940637301e-10, 6.65328e-26, 1.602e-19
5.254739047329924e-05, -2.2247717454563315e-06, 1.1719565720388157e-05, -6.76192822811987e-09, -5.396306035180565e-10, 3.452473838701773e-09, 6.65328e-26, 1.602e-19
-2.8581699488576852e-05, 7.15647034899714e-07, 4.5651961588331575e-06, 1.271983809161188e-08, -2.5276662791095564e-09, -2.041679361189237e-09, 6.65328e-26, 1.602e-19
2.4415937155885276e-05, -2.8089618183304525e-05, 1.7155635380649503e-05, -2.4066350173314087e-09, 2.267222723607003e-09, -5.04893279197005e-09, 6.65328e-26, 1.602e-19
-1.0526686875267243e-05, 3.0144438926778083e-05, -1.5307216672881244e-05, 2.6496868177776483e-09, -8.59238845591193e-09, -2.4077282766371217e-09, 6.65328e-26, 1.602e-19
-1.389811372428622e-05, 6.312309017405221e-06, -7.46419535220346e-06, 1.0028550879171613e-09, -5.20573313533937e-09, -2.1389875053928518e-10, 6.65328e-26, 1.602e-19
1.0842094227202378e-05, -1.714229831069398e-05, -1.9846540040310796e-05, -8.760781608060873e-09, 5.791892521980747e-09, -4.623922192877921e-09, 6.65328e-26, 1.602e-19
2.498028226500919e-05, 3.115618633143467e-05, -5.303509570090825e-06, 2.364624508492189e-10, 1.8386053301279134e-09, -1.0094757484768151e-08, 6.65328e-26, 1.602e-19
1.241384392443747e-05, 4.2498482178506194e-05, -1.062213995902354e-05, -7.179854286895912e-10, 1.4812011691767442e-09, -2.7061197227016473e-09, 6.65328e-26, 1.602e-19
-2.8612087648403973e-05, 2.440800999605832e-06, 3.634307168672723e-06, 4.3506186215652966e-10, 4.690091949270387e-09, 1.6135394028080122e-09, 6.65328e-26, 1.602e-19
7.526869518411182e-06, -1.5469326633841746e-05, -1.317622068266494e-05, -5.2704623524207916e-09, -5.484119433883487e-09, -6.795359382267893e-10, 6.65328e-26, 1.602e-19
-1.1901684492156354e-05, -2.781855529283929e-07, 1.1080055004416914e-05, -1.410732638190099e-10, -4.907260918579739e-09, -7.958916025778074e-10, 6.65328e-26, 1.602e-19
-7.945235269323174e-06, -9.052558394511218e-06, -3.869430314973693e-06, -4.293783724969395e-09, -2.1995742819725533e-09, 1.4377885881946146e-09, 6.65328e-26, 1.602e-19
-1.5070346829325604e-05, -3.899937706994192e-06, -1.806134280592715e-05, 1.4135760629811703e-09, 3.0214734058365357e-09, -4.406244313953662e-09, 6.65328e-26, 1.602e-19
3.07509320803078e-05, -4.305384722543347e-07, 3.499333460577368e-05, 2.0823150210641088e-09, 3.180111507096884e-09, -5.023325525046306e-09, 6.65328e-26, 1.602e-19
-2.123765301919011e-05, 2.0411467840491436e-05, 8.070993168228802e-06, 2.706363008078334e-09, 3.8796254895134463e-10, -9.796203483523425e-10, 6.65328e-26, 1.602e-19
1.1202607965546595e-05, -9.422092855487561e-06, -1.2415363926345997e-07, 3.0423437173984767e-10, -3.1900770074500147e-09, -2.1302340948652193e-09, 6.65328e-26, 1.602e-19
-2.000884169375084e-05, 4.8072221670392896e-06, 4.157268038899894e-06, 9.375271559459227e-11, -8.097788149168765e-09, 5.6537359240255104e-09, 6.65328e-26, 1.602e-19
-2.2609853917287896e-05, 4.6863581900474144e-05, -1.2592165598352196e-05, 6.296004795298851e-09, -7.852106378823697e-09, -1.1950945653204297e-09, 6.65328e-26, 1.602e-19
1.5960330032701925e-05, -6.1248552972854005e-06, 1.8730417814742702e-05, -2.3628092230092093e-09, 3.3242869570691783e-09, -1.6108154305685162e-09, 6.65328e-26, 1.602e-19
-1.0315082759753717e-05, -1.1697462438088448e-06, 4.259649972335513e-06, -1.6249647048742718e-09, 1.7765188224702975e-09, -2.228035238614737e-09, 6.65328e-26, 1.602e-19
3.2767321195018133e-06, -1.971736648168296e-05, 1.9759155432581697e-05, 3.956834406829446e-09, 5.814642517744731e-09, 1.0085840691526027e-08, 6.65328e-26, 1.602e-19
-3.588524227020654e-05, 1.0964175970531571e-05, -1.3016105437635906e-05, 1.1666560998277076e-09, 1.9892508149544095e-09, 6.131466924183362e-09, 6.65328e-26, 1.602e-19
1.1939623265884909e-05, -4.992530271104127e-06, 5.512438954325906e-06, -9.930019938039355e-09, 4.641803349454703e-09, 3.6829304523821895e-09, 6.65328e-26, 1.602e-19
1.6085426756121577e-05, -8.622722321965573e-06, 1.471203860998841e-05, 2.3965555335106802e-09, 1.759588391818422e-09, 8.727083433315784e-10, 6.65328e-26, 1.602e-19
-5.578763699888332e-06, 3.2229600653444896e-05, -1.641485448337995e-05, -1.5389740953458046e-09, -1.54799283251283e-09, 3.5073397444679545e-09, 6.65328e-26, 1.602e-19
5.003227834442665e-06, -3.7600603576488597e-06, -3.39482451145172e-05, 7.2565048423483165e-09, 2.051632771914558e-09, 1.8391428647379835e-09, 6.65328e-26, 1.602e-19
-8.591362344799996e-06, 2.5877338402473825e-05, 1.305404993890382e-05, 1.923327452846416e-09, 3.33733299331066e-10, 1.889369949556664e-09, 6.65328e-26, 1.602e-19
1.3719446689573985e-05, -1.6752328819309077e-05, -1.4348887322483458e-06, 4.7161524050708236e-11, 5.7818192837670946e-09, 4.9855312189155066e-09, 6.65328e-26, 1.602e-19
